Year;Code;Number;Line;CreationDate;ModificationDate;Name;Value;BeneficiaryCode;BeneficiaryName;IrisCode;Sector;ActionCode;ActionName
2010;IRIS ;297137;1;20100719;20110527;10001398 - 1;20523800;5242;PARIS HABITAT OPH                     ;10001398;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;297138;1;20100719;20100719;10003615 - 1;94525500;5242;PARIS HABITAT OPH                     ;10003615;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;297139;1;20100719;20100719;10003620 - 1;30419100;5242;PARIS HABITAT OPH                     ;10003620;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;297140;1;20100719;20100719;10004075 - 1;8520500;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;10004075;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;297141;1;20100719;20100719;10004076 - 1;2778300;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;10004076;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;297142;1;20100719;20100719;10005496 - 1;96690300;18216;BAGNOLET                              ;10005496;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;315755;1;20101130;20101130;10011893 - 1;5000;46817;KHEZRAOUI                             ;10011893;LO                  ;15400406            ;Lutte contre le saturnisme
2010;IRIS ;315756;1;20101130;20101130;10018215 - 1;15000;46348;CABINET ABD GESTION                   ;10018215;LO                  ;15400406            ;Lutte contre le saturnisme
2010;IRIS ;315757;1;20101130;20101130;10018233 - 1;6500;19466;SABIMO                                ;10018233;LO                  ;15400406            ;Lutte contre le saturnisme
2010;IRIS ;315758;1;20101130;20101130;10018252 - 1;7500;44106;TRAN                                  ;10018252;LO                  ;15400406            ;Lutte contre le saturnisme
2010;IRIS ;315759;1;20101130;20101130;10018365 - 1;126176;23919;AG COP ASSISTANCE ET GESTION DE       ;10018365;LO                  ;15400406            ;Lutte contre le saturnisme
2010;IRIS ;315760;1;20101130;20101130;10019361 - 1;447597;26829;PRESTIGERE                            ;10019361;LO                  ;15400406            ;Lutte contre le saturnisme
2010;IRIS ;315761;1;20101130;20101130;10019698 - 1;316124;5037;PACT VAL DE MARNE                     ;10019698;LO                  ;15400406            ;Lutte contre le saturnisme
2010;IRIS ;315762;1;20101130;20101130;10020002 - 1;40227;27163;SIAP COPROPRIETE                      ;10020002;LO                  ;15400406            ;Lutte contre le saturnisme
2010;IRIS ;315763;1;20101130;20101130;10020663 - 1;947563;5037;PACT VAL DE MARNE                     ;10020663;LO                  ;15400406            ;Lutte contre le saturnisme
2010;IRIS ;315764;1;20101130;20101130;10021033 - 1;496181;13124;SAS FONCIERE LELIEVRE                 ;10021033;LO                  ;15400406            ;Lutte contre le saturnisme
2010;IRIS ;315765;1;20101130;20101130;10021457 - 1;4985000;1266;COMMUNE DE SAINT DENIS                ;10021457;LO                  ;15400406            ;Lutte contre le saturnisme
2010;IRIS ;315766;1;20101130;20101130;10021480 - 1;604950;34;COMMUNE DE VILLENEUVE SAINT GEORGES   ;10021480;LO                  ;15400406            ;Lutte contre le saturnisme
2010;IRIS ;315778;1;20101130;20101130;10016633 - 1;114870000;13001;ANTIN RESIDENCES SA HABITAT LOYER     ;10016633;LO                  ;15400206            ;Conventions d'objectifs
2010;IRIS ;315779;1;20101130;20101130;10016639 - 1;24300000;5033;SADIF  SA D HLM DE L ILE DE FRANCE    ;10016639;LO                  ;15400206            ;Conventions d'objectifs
2010;IRIS ;291690;1;20100610;20100610;10006497 - 1;380600000;34240;LOGEMENT FRANCILIEN                   ;10006497;LO                  ;15400301            ;Réhabilitation du parc locatif social
2010;IRIS ;291692;1;20100610;20100610;10006504 - 1;149000000;17952;COOPERATION ET FAMILLE                ;10006504;LO                  ;15400301            ;Réhabilitation du parc locatif social
2010;IRIS ;313648;1;20101125;20101125;09004432 - 1;2675000;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;09004432;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313650;1;20101125;20101125;09004433 - 1;1920600;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;09004433;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313652;1;20101125;20101125;09004512 - 1;6221700;20468;LOGIAL OPH OHSA                       ;09004512;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313654;1;20101125;20101125;09004513 - 1;7708900;20468;LOGIAL OPH OHSA                       ;09004513;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313656;1;20101125;20101125;09004796 - 1;19716400;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;09004796;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313658;1;20101125;20101125;09005082 - 1;4722100;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;09005082;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313660;1;20101125;20101125;09005348 - 1;8539100;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;09005348;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313662;1;20101125;20101125;09005349 - 1;10429400;5242;PARIS HABITAT OPH                     ;09005349;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313664;1;20101125;20101125;09005450 - 1;2552400;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;09005450;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313666;1;20101125;20101125;09006659 - 1;3293500;5036;SA D HLM FRANCE HABITATION            ;09006659;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313668;1;20101125;20101125;09006660 - 1;13543800;5036;SA D HLM FRANCE HABITATION            ;09006660;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313670;1;20101125;20101125;09006681 - 1;5393100;5036;SA D HLM FRANCE HABITATION            ;09006681;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313671;1;20101125;20101125;09006682 - 1;18617400;5036;SA D HLM FRANCE HABITATION            ;09006682;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313673;1;20101125;20101125;09006964 - 1;5221200;34240;LOGEMENT FRANCILIEN                   ;09006964;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313675;1;20101125;20101125;09006965 - 1;38305900;34240;LOGEMENT FRANCILIEN                   ;09006965;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313677;1;20101125;20101125;09007044 - 1;3320700;7010;IMMOBILIERE 3F                        ;09007044;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313679;1;20101125;20101125;09007045 - 1;47946700;7010;IMMOBILIERE 3F                        ;09007045;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313681;1;20101125;20101125;09007453 - 1;2707000;16744;SAIMV SA IMMO MOULIN VERT SA HAB      ;09007453;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313683;1;20101125;20101125;09007456 - 1;18736000;16744;SAIMV SA IMMO MOULIN VERT SA HAB      ;09007456;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313685;1;20101125;20101125;09008187 - 1;3199800;16744;SAIMV SA IMMO MOULIN VERT SA HAB      ;09008187;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313687;1;20101125;20101125;09008189 - 1;12829900;16744;SAIMV SA IMMO MOULIN VERT SA HAB      ;09008189;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313689;1;20101125;20101125;09008255 - 1;853900;13320;SNL PROLOGUES                         ;09008255;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313691;1;20101125;20101125;09008274 - 1;3224500;19094;FREHA FRANCE EURO HABITAT             ;09008274;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313693;1;20101125;20101125;10001499 - 1;23661300;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;10001499;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313695;1;20101125;20101125;10003474 - 1;27945800;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;10003474;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313700;1;20101125;20101125;10005762 - 1;73467900;21643;SAHLM REG PARISIENNE SAREPA           ;10005762;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313696;1;20101125;20101125;10004901 - 1;4110800;5019;ESSONNE HABITAT                       ;10004901;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313698;1;20101125;20101125;10004902 - 1;5754900;5019;ESSONNE HABITAT                       ;10004902;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313702;1;20101125;20101125;10005996 - 1;48378300;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;10005996;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313705;1;20101125;20101125;10006218 - 1;4096000;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;10006218;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313707;1;20101125;20101125;10006260 - 1;12909600;8816;SA HLM LOGIS TRANSPORTS               ;10006260;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313563;1;20101125;20101125;09006617 - 1;200727;43374;BORDEAU                               ;09006617;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313754;1;20101125;20120524;10014632 - 1;3003200;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;10014632;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313512;1;20101124;20101124;10008994 - 1;9629900;7010;IMMOBILIERE 3F                        ;10008994;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313564;1;20101125;20131120;09006625 - 1;1198990;61977;ADB CONSULTING ILE DE FRANCE          ;09006625;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313756;1;20101125;20101125;10017687 - 1;6170300;6850;SA D HLM LOGIREP                      ;10017687;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313513;1;20101124;20101124;10008997 - 1;41132400;7010;IMMOBILIERE 3F                        ;10008997;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313565;1;20101125;20101125;09006668 - 1;145000;43384;STIRN                                 ;09006668;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313758;1;20101125;20120522;10020034 - 1;32039600;7010;IMMOBILIERE 3F                        ;10020034;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313566;1;20101125;20121001;09007198 - 1;1655764;56902;AG COP ASSISTANCE ET GESTION DE       ;09007198;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313515;1;20101124;20101124;10012193 - 1;19524500;1767;EFIDIS SA HABITATION LOYER MODERE     ;10012193;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313760;1;20101125;20120522;10020037 - 1;6316400;7010;IMMOBILIERE 3F                        ;10020037;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313567;1;20101125;20101125;09007263 - 1;22849621;12534;LD CABINET LOISELET PERE FILS ET      ;09007263;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313516;1;20101124;20101124;10012195 - 1;21328100;1767;EFIDIS SA HABITATION LOYER MODERE     ;10012195;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313762;1;20101125;20101125;10020464 - 1;39378600;5029;LA SABLIERE SA HABITATIO              ;10020464;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313568;1;20101125;20101125;09007412 - 1;206252;24743;FONCIA CHADEFAUX LECOQ                ;09007412;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313517;1;20101124;20101124;10014648 - 1;1731500;5029;LA SABLIERE SA HABITATIO              ;10014648;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313764;1;20101125;20101125;10020477 - 1;8857700;5029;LA SABLIERE SA HABITATIO              ;10020477;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313569;1;20101125;20130904;09007713 - 1;509489;60017;IMMO CONSEILS                         ;09007713;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313518;1;20101124;20101124;10014649 - 1;7128900;5029;LA SABLIERE SA HABITATIO              ;10014649;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313766;1;20101125;20101125;10020567 - 1;5543000;27883;DOMAXIS SA D HLM                      ;10020567;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313570;1;20101125;20101125;09007719 - 1;45290;8176;SOLIHA 77 SEINE-ET-MARNE              ;09007719;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313519;1;20101124;20101124;10017714 - 1;4832700;5242;PARIS HABITAT OPH                     ;10017714;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313768;1;20101125;20101125;10020581 - 1;1619800;27883;DOMAXIS SA D HLM                      ;10020581;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313571;1;20101125;20101125;09007732 - 1;401449;8176;SOLIHA 77 SEINE-ET-MARNE              ;09007732;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313520;1;20101124;20101124;10020283 - 1;22874100;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;10020283;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313770;1;20101125;20101125;10020583 - 1;21080400;1767;EFIDIS SA HABITATION LOYER MODERE     ;10020583;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313572;1;20101125;20101125;09007752 - 1;213558;8176;SOLIHA 77 SEINE-ET-MARNE              ;09007752;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313521;1;20101124;20101124;10020290 - 1;1630400;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;10020290;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313573;1;20101125;20101125;09007760 - 1;176666;8176;SOLIHA 77 SEINE-ET-MARNE              ;09007760;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313772;1;20101125;20101125;10020591 - 1;6151500;1767;EFIDIS SA HABITATION LOYER MODERE     ;10020591;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313522;1;20101124;20101124;10023506 - 1;15259300;1771;ERIGERE                               ;10023506;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313574;1;20101125;20101125;09007764 - 1;248000;8176;SOLIHA 77 SEINE-ET-MARNE              ;09007764;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313600;1;20101125;20120516;09002007 - 1;22302600;5242;PARIS HABITAT OPH                     ;09002007;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313596;1;20101125;20101125;09001684 - 1;7051500;7010;IMMOBILIERE 3F                        ;09001684;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313598;1;20101125;20101125;09001685 - 1;31816000;7010;IMMOBILIERE 3F                        ;09001685;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313602;1;20101125;20101125;09002195 - 1;44724800;34240;LOGEMENT FRANCILIEN                   ;09002195;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313604;1;20101125;20101125;09002196 - 1;16319800;34240;LOGEMENT FRANCILIEN                   ;09002196;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313606;1;20101125;20101125;09002234 - 1;3527100;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;09002234;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313608;1;20101125;20101125;09002235 - 1;5264200;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;09002235;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313610;1;20101125;20101125;09002572 - 1;6504300;17952;COOPERATION ET FAMILLE                ;09002572;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313612;1;20101125;20101125;09002573 - 1;22399200;17952;COOPERATION ET FAMILLE                ;09002573;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313614;1;20101125;20110701;09002585 - 1;7998300;5025;DOMNIS ENTR SOCIALE HABITAT           ;09002585;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313616;1;20101125;20110701;09002586 - 1;8422700;5025;DOMNIS ENTR SOCIALE HABITAT           ;09002586;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313618;1;20101125;20101125;09002619 - 1;5336200;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;09002619;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313620;1;20101125;20101125;09002633 - 1;54856100;34240;LOGEMENT FRANCILIEN                   ;09002633;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313622;1;20101125;20101125;09002742 - 1;13501500;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;09002742;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313624;1;20101125;20101125;09002774 - 1;2087900;13001;ANTIN RESIDENCES SA HABITAT LOYER     ;09002774;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313626;1;20101125;20101125;09002775 - 1;787700;13001;ANTIN RESIDENCES SA HABITAT LOYER     ;09002775;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313628;1;20101125;20101125;09002788 - 1;2759600;13001;ANTIN RESIDENCES SA HABITAT LOYER     ;09002788;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313630;1;20101125;20101125;09002789 - 1;944900;13001;ANTIN RESIDENCES SA HABITAT LOYER     ;09002789;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313632;1;20101125;20101125;09002798 - 1;857100;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;09002798;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313634;1;20101125;20101125;09002799 - 1;4487400;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;09002799;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313636;1;20101125;20101125;09003764 - 1;4383500;29364;OPH MANTES YVELINES HABITAT           ;09003764;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313638;1;20101125;20101125;09003765 - 1;17452300;29364;OPH MANTES YVELINES HABITAT           ;09003765;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313640;1;20101125;20101125;09003780 - 1;7721700;5019;ESSONNE HABITAT                       ;09003780;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313642;1;20101125;20101125;09003781 - 1;19185700;5019;ESSONNE HABITAT                       ;09003781;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313644;1;20101125;20101125;09004082 - 1;4991200;32945;VILOGIA SA D'HLM                      ;09004082;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313646;1;20101125;20101125;09004083 - 1;3950300;32945;VILOGIA SA D'HLM                      ;09004083;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313709;1;20101125;20101125;10006263 - 1;1719000;8816;SA HLM LOGIS TRANSPORTS               ;10006263;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313710;1;20101125;20101125;10007410 - 1;3910400;7008;BATIGERE EN ILE DE FRANCE             ;10007410;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313712;1;20101125;20101125;10007412 - 1;49701800;7008;BATIGERE EN ILE DE FRANCE             ;10007412;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313714;1;20101125;20101125;10009320 - 1;19048700;5041;ADOMA                                 ;10009320;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313716;1;20101125;20101125;10009325 - 1;13449300;5041;ADOMA                                 ;10009325;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313718;1;20101125;20120308;10009563 - 1;19819000;7006;OPH 94 VALOPHIS HABITAT OFFICE        ;10009563;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313720;1;20101125;20101125;10009571 - 1;3353800;7006;OPH 94 VALOPHIS HABITAT OFFICE        ;10009571;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313774;1;20101125;20101125;10020596 - 1;10191600;7232;FIAC SA D HLM                         ;10020596;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313523;1;20101124;20101124;10023507 - 1;11069100;1771;ERIGERE                               ;10023507;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313575;1;20101125;20101125;09007806 - 1;26640;8176;SOLIHA 77 SEINE-ET-MARNE              ;09007806;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313776;1;20101125;20101125;10020647 - 1;23621200;5036;SA D HLM FRANCE HABITATION            ;10020647;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313576;1;20101125;20101125;09007818 - 1;90209;8176;SOLIHA 77 SEINE-ET-MARNE              ;09007818;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313524;1;20101124;20101124;10023508 - 1;11442800;5830;OFFICE PUBLIC HABITAT SEINE ET MARNE  ;10023508;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313778;1;20101125;20101125;10020649 - 1;4899400;5036;SA D HLM FRANCE HABITATION            ;10020649;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313810;1;20101125;20101125;10020704 - 1;10744200;13001;ANTIN RESIDENCES SA HABITAT LOYER     ;10020704;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313594;1;20101125;20101125;10000344 - 1;1040000;51138;FONTENOY IMMOBILIER PONTOISE          ;10000344;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313812;1;20101125;20101125;10020715 - 1;35710700;17952;COOPERATION ET FAMILLE                ;10020715;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313595;1;20101125;20101125;10000366 - 1;173200;44044;POGU                                  ;10000366;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313814;1;20101125;20101125;10020717 - 1;6134900;17952;COOPERATION ET FAMILLE                ;10020717;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313597;1;20101125;20101125;10000396 - 1;176185;44087;GLISOVIC                              ;10000396;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313816;1;20101125;20101125;10020719 - 1;40672200;5036;SA D HLM FRANCE HABITATION            ;10020719;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313599;1;20101125;20101125;10000407 - 1;330824;44106;TRAN                                  ;10000407;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313818;1;20101125;20101125;10020720 - 1;6229500;5036;SA D HLM FRANCE HABITATION            ;10020720;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313601;1;20101125;20101125;10000504 - 1;878610;23919;AG COP ASSISTANCE ET GESTION DE       ;10000504;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313820;1;20101125;20101125;10020721 - 1;39305700;8816;SA HLM LOGIS TRANSPORTS               ;10020721;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313603;1;20101125;20101125;10000807 - 1;140365;43726;PAUNOVIC                              ;10000807;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313822;1;20101125;20101125;10020722 - 1;6600700;8816;SA HLM LOGIS TRANSPORTS               ;10020722;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313605;1;20101125;20101125;10000808 - 1;251469;37505;DEMIRCI                               ;10000808;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313824;1;20101125;20101125;10020723 - 1;2719700;19424;OPALY - OFFICE PUBLIC DE L HABITAT    ;10020723;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313607;1;20101125;20101125;10000809 - 1;245240;44074;ALBERI                                ;10000809;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313826;1;20101125;20101125;10020726 - 1;762200;19424;OPALY - OFFICE PUBLIC DE L HABITAT    ;10020726;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313609;1;20101125;20101125;10000810 - 1;257552;44090;STAJIC                                ;10000810;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313828;1;20101125;20101125;10020730 - 1;2527700;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;10020730;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313611;1;20101125;20101125;10000811 - 1;109436;44045;SAMBAKE                               ;10000811;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313830;1;20101125;20101125;10020732 - 1;13971900;15560;3F SEINE ET MARNE                     ;10020732;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2010;IRIS ;313613;1;20101125;20101125;10000812 - 1;178000;44045;SAMBAKE                               ;10000812;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313832;1;20101125;20101125;10020734 - 1;4504400;15560;3F SEINE ET MARNE                     ;10020734;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313615;1;20101125;20101125;10000824 - 1;3307851;23919;AG COP ASSISTANCE ET GESTION DE       ;10000824;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313615;2;20150622;20150622;10000824 - 1;0;65968;BAYOUD                                ;10000824;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313834;1;20101125;20110913;10020735 - 1;3606900;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;10020735;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2010;IRIS ;313617;1;20101125;20101125;10000830 - 1;193942;39331;AMOUDRY                               ;10000830;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2010;IRIS ;313836;1;20101125;20101125;10020736 - 1;22661900;34240;LOGEMENT FRANCILIEN                   ;10020736;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
