Year;Code;Number;Line;CreationDate;ModificationDate;Name;Value;BeneficiaryCode;BeneficiaryName;IrisCode;Sector;ActionCode;ActionName
2013;IRIS ;427121;1;20131125;20140805;13020888 - 1;1458122;31154;AJASSOCIES                            ;13020888;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2013;IRIS ;427129;1;20131125;20131125;13020893 - 1;2675894;28510;GIEP FONCIA GIEP                      ;13020893;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2013;IRIS ;427135;1;20131125;20140729;13020901 - 1;320467;28510;GIEP FONCIA GIEP                      ;13020901;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2013;IRIS ;427137;1;20131125;20131125;13020907 - 1;13089286;31154;AJASSOCIES                            ;13020907;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2013;IRIS ;427141;1;20131125;20131125;13021155 - 1;775369;19466;SABIMO                                ;13021155;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2013;IRIS ;427144;1;20131125;20131125;12019553 - 1;43551300;7814;SSDH SEINE ST DENIS HABITAT           ;12019553;LO                  ;15400801            ;Lutte contre la précarité énergétique
2013;IRIS ;427147;1;20131125;20131125;13008137 - 1;73533100;7364;OSICA SA D HABITATIONS A              ;13008137;LO                  ;15400801            ;Lutte contre la précarité énergétique
2013;IRIS ;427148;1;20131125;20131125;13015930 - 1;23495300;17822;SOFILOGIS                             ;13015930;LO                  ;15400801            ;Lutte contre la précarité énergétique
2013;IRIS ;427151;1;20131125;20131125;13020587 - 1;17600000;19960;CABINET CAZALIERES                    ;13020587;LO                  ;15400801            ;Lutte contre la précarité énergétique
2013;IRIS ;427154;1;20131125;20161114;13020838 - 1;37600000;12534;LD CABINET LOISELET PERE FILS ET      ;13020838;LO                  ;15400801            ;Lutte contre la précarité énergétique
2013;IRIS ;427155;1;20131125;20170519;13020856 - 1;5400000;61768;CABINET R BIGRET                      ;13020856;LO                  ;15400801            ;Lutte contre la précarité énergétique
2013;IRIS ;427191;1;20131125;20131125;11003709 - 1;7229600;7364;OSICA SA D HABITATIONS A              ;11003709;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427193;1;20131125;20131125;11004236 - 1;34365700;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;11004236;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427194;1;20131125;20131125;11004237 - 1;4808100;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;11004237;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427196;1;20131125;20131125;11010808 - 1;10614900;19424;OPALY - OFFICE PUBLIC DE L HABITAT    ;11010808;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427197;1;20131125;20131125;11010810 - 1;2400000;19424;OPALY - OFFICE PUBLIC DE L HABITAT    ;11010810;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427206;1;20131125;20131125;11021766 - 1;16809400;7364;OSICA SA D HABITATIONS A              ;11021766;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427212;1;20131125;20131125;12004555 - 1;7830600;5036;SA D HLM FRANCE HABITATION            ;12004555;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427214;1;20131125;20131125;12018587 - 1;36757900;5830;OFFICE PUBLIC HABITAT SEINE ET MARNE  ;12018587;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427215;1;20131125;20131125;12018589 - 1;46800000;5830;OFFICE PUBLIC HABITAT SEINE ET MARNE  ;12018589;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427216;1;20131125;20131125;12019135 - 1;24000000;6846;RIVP REGIE IMMO VILLE PARIS           ;12019135;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427217;1;20131125;20131125;12019500 - 1;25994900;7364;OSICA SA D HABITATIONS A              ;12019500;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427220;1;20131125;20131125;12020225 - 1;38312200;1816;OPH SAINT OUEN OFFICE PUBLIC HABITAT  ;12020225;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427225;1;20131125;20131125;13000601 - 1;3917300;7364;OSICA SA D HABITATIONS A              ;13000601;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427227;1;20131125;20131125;13003525 - 1;7200000;22455;LOGIVAM LE LOGEMENT FAMILIAL          ;13003525;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427230;1;20131125;20131125;13003673 - 1;9600000;34240;LOGEMENT FRANCILIEN                   ;13003673;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427234;1;20131125;20131125;13004022 - 1;14867600;17440;HLM LES FOYERS DE SEINE ET MARNE      ;13004022;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427236;1;20131125;20131125;13004031 - 1;12000000;17440;HLM LES FOYERS DE SEINE ET MARNE      ;13004031;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427242;1;20131125;20131125;13005978 - 1;14826800;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;13005978;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427242;2;20170929;20170929;13005978 - 1;0;19790;SA HLMAP LES RESIDENCES SOCIETE       ;13005978;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427247;1;20131125;20131125;13009648 - 1;35000000;5029;LA SABLIERE SA HABITATIO              ;13009648;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427249;1;20131125;20131125;13010129 - 1;53324500;6846;RIVP REGIE IMMO VILLE PARIS           ;13010129;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427251;1;20131125;20131125;13012969 - 1;11163700;1633;LSVO - LE LOGIS SOCIAL DU VAL D OISE  ;13012969;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427253;1;20131125;20131125;13014002 - 1;8571000;13001;ANTIN RESIDENCES SA HABITAT LOYER     ;13014002;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427255;1;20131125;20131125;13014902 - 1;6330400;7616;SA D HABITATION A LOYER MODERE TROIS  ;13014902;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427258;1;20131125;20131125;13014963 - 1;11250000;7272;CONFLUENCE HABITAT - OPH DE           ;13014963;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427260;1;20131125;20131125;13015041 - 1;3251500;5019;ESSONNE HABITAT                       ;13015041;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427263;1;20131125;20131125;13015061 - 1;1200000;20468;LOGIAL OPH OHSA                       ;13015061;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427265;1;20131125;20131125;13015192 - 1;4500000;5029;LA SABLIERE SA HABITATIO              ;13015192;LO                  ;15400201            ;Aide à la création de logements locatifs sociaux intermédiaires
2013;IRIS ;427267;1;20131125;20131125;13015364 - 1;91925200;5028;SA D'HLM EMMAUS HABITAT               ;13015364;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427270;1;20131125;20131125;13015779 - 1;23647600;6592;OPH OFFICE PUBLIC HABITAT VITRY SUR   ;13015779;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427277;1;20131125;20131125;13016096 - 1;8276900;7364;OSICA SA D HABITATIONS A              ;13016096;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427279;1;20131125;20131125;13016100 - 1;6000000;7364;OSICA SA D HABITATIONS A              ;13016100;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427282;1;20131125;20131125;13016341 - 1;5961200;17440;HLM LES FOYERS DE SEINE ET MARNE      ;13016341;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427285;1;20131125;20131125;13016424 - 1;11536800;6592;OPH OFFICE PUBLIC HABITAT VITRY SUR   ;13016424;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427289;1;20131125;20131125;13016650 - 1;17941400;5242;PARIS HABITAT OPH                     ;13016650;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427298;1;20131125;20170724;13017670 - 1;9600000;5242;PARIS HABITAT OPH                     ;13017670;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427304;1;20131125;20131125;13018827 - 1;16335000;13320;SNL PROLOGUES                         ;13018827;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427307;1;20131125;20131125;13019020 - 1;15004700;7364;OSICA SA D HABITATIONS A              ;13019020;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427308;1;20131125;20131125;13019021 - 1;7200000;7364;OSICA SA D HABITATIONS A              ;13019021;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427309;1;20131125;20131125;13019040 - 1;17606600;7228;OPH MEAUX HABITAT                     ;13019040;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427314;1;20131125;20131125;13019679 - 1;6000000;22606;LA CHAUMIERE IDF                      ;13019679;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427315;1;20131125;20131125;13020677 - 1;7101700;22606;LA CHAUMIERE IDF                      ;13020677;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427322;1;20131125;20131125;13020909 - 1;30240700;6592;OPH OFFICE PUBLIC HABITAT VITRY SUR   ;13020909;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427324;1;20131125;20131125;13020928 - 1;2476800;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;13020928;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427330;1;20131125;20131125;13021087 - 1;66666400;20186;SCA FONCIERE HABITAT ET HUMANISME     ;13021087;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2013;IRIS ;427331;1;20131125;20131125;13021121 - 1;42412700;7010;IMMOBILIERE 3F                        ;13021121;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2013;IRIS ;427353;1;20131125;20131125;13010737 - 1;35000000;38;COMMUNE DE VITRY SUR SEINE            ;13010737;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427348;1;20131125;20131125;13009857 - 1;27200000;917;COMMUNE DE SAVIGNY LE TEMPLE          ;13009857;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427349;1;20131125;20131125;13009893 - 1;25000000;10;COMMUNE DE CACHAN MAIRIE              ;13009893;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427357;1;20131125;20131125;13013984 - 1;22646720;126;COMMUNE DE GONESSE                    ;13013984;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427361;1;20131125;20131125;13014938 - 1;10725000;1211;COMMUNE DE SAVIGNY SUR ORGE           ;13014938;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427365;1;20131125;20131125;13015138 - 1;12567600;178;COMMUNE D OSNY                        ;13015138;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427369;1;20131125;20131125;13015238 - 1;24324300;30;COMMUNE DE VILLEJUIF                  ;13015238;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427370;1;20131125;20131125;13015239 - 1;25000000;30;COMMUNE DE VILLEJUIF                  ;13015239;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427374;1;20131125;20131125;13015576 - 1;40000000;1268;COMMUNE DE SEVRAN MAIRIE              ;13015576;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427376;1;20131125;20131125;13015718 - 1;5000000;310;COMMUNE DE CHAMPS SUR MARNE           ;13015718;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427380;1;20131125;20131125;13015962 - 1;29968500;23;COMMUNE D IVRY SUR SEINE              ;13015962;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427385;1;20131125;20131125;13016127 - 1;12104800;1256;COMMUNE DE MONTREUIL                  ;13016127;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427389;1;20131125;20131125;13016237 - 1;20067200;178;COMMUNE D OSNY                        ;13016237;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427397;1;20131125;20131125;13017015 - 1;21223820;1010;COMMUNE D ASNIERES SUR SEINE          ;13017015;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;427398;1;20131125;20131125;13021165 - 1;35000000;1240;COMMUNE D AUBERVILLIERS               ;13021165;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;429356;1;20131204;20131204;12003559 - 1;4000000;178;COMMUNE D OSNY                        ;12003559;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;429361;1;20131204;20131204;13003806 - 1;35000000;1115;COMMUNE D EVRY                        ;13003806;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;429365;1;20131204;20131204;13006241 - 1;20000000;1096;COMMUNE DE CORBEIL ESSONNES           ;13006241;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;429370;1;20131204;20131204;13006757 - 1;2800000;2;COMMUNE DE PARIS                      ;13006757;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;429385;1;20131204;20131204;13014907 - 1;1482800;1256;COMMUNE DE MONTREUIL                  ;13014907;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;429386;1;20131204;20131204;13014969 - 1;66539500;19;COMMUNE DE FONTENAY SOUS BOIS MAIRIE  ;13014969;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429402;1;20131204;20131204;13016103 - 1;36400000;60;COMMUNE D ARGENTEUIL                  ;13016103;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429406;1;20131204;20131204;13016119 - 1;48257200;1273;COMMUNE DE BOBIGNY                    ;13016119;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429410;1;20131204;20131204;13016121 - 1;66686500;1273;COMMUNE DE BOBIGNY                    ;13016121;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429412;1;20131204;20131204;13016156 - 1;103123500;15074;SEMAVIP SOC ECO MIXTE AMENAGEMENT     ;13016156;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429417;1;20131204;20131204;13016314 - 1;25000000;84;COMMUNE DE CERGY                      ;13016314;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429419;1;20131204;20160212;13016321 - 1;12000000;4571;SADEV 94 SOCIETE D AMENAGEMENT ET     ;13016321;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429423;1;20131204;20131204;13016663 - 1;22940100;326;COMMUNE DE CHELLES                    ;13016663;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429425;1;20131204;20131204;13017457 - 1;33237500;35771;SPLA CERGY PONTOISE SOCIETE PUBLIQUE  ;13017457;PV                  ;15100204            ;Sites contractualisés ANRU
2014;IRIS ;431275;1;20140205;20140205;12001588 - 1;13835200;20680;SA HLM DE LA PLAINE DE FRANCE         ;12001588;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431277;1;20140205;20140205;12006255 - 1;5101700;7010;IMMOBILIERE 3F                        ;12006255;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431281;1;20140205;20140205;12015865 - 1;6000000;6850;SA D HLM LOGIREP                      ;12015865;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431284;1;20140205;20140205;12018939 - 1;3600000;16654;BONDY HABITAT OFFICE MUNI D HLM DE BON;12018939;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431286;1;20140205;20140205;12019461 - 1;38437500;7556;GENNEVILLIERS                         ;12019461;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431295;1;20140205;20140205;13004234 - 1;4800000;17626;MC HABITAT MARNE ET CHANTEREINE       ;13004234;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431297;1;20140205;20140205;13006547 - 1;4800000;7006;OPH 94 VALOPHIS HABITAT OFFICE        ;13006547;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431300;1;20140205;20140205;13010068 - 1;8000000;6846;RIVP REGIE IMMO VILLE PARIS           ;13010068;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431302;1;20140205;20140205;13013925 - 1;24527600;5036;SA D HLM FRANCE HABITATION            ;13013925;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431305;1;20140205;20140205;13015088 - 1;3872200;5019;ESSONNE HABITAT                       ;13015088;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431307;1;20140205;20140205;13016009 - 1;18146000;7010;IMMOBILIERE 3F                        ;13016009;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431311;1;20140205;20140205;13016307 - 1;9854300;7010;IMMOBILIERE 3F                        ;13016307;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431314;1;20140205;20140205;13016565 - 1;6000000;6850;SA D HLM LOGIREP                      ;13016565;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431319;1;20140205;20140205;13017510 - 1;10514200;34240;LOGEMENT FRANCILIEN                   ;13017510;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431321;1;20140205;20140205;13017687 - 1;8235600;7010;IMMOBILIERE 3F                        ;13017687;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431324;1;20140205;20140205;13018840 - 1;11291600;13320;SNL PROLOGUES                         ;13018840;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431326;1;20140205;20140205;13019022 - 1;2400000;7010;IMMOBILIERE 3F                        ;13019022;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431329;1;20140205;20140205;13019036 - 1;14400000;7228;OPH MEAUX HABITAT                     ;13019036;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431331;1;20140205;20140205;13019649 - 1;6000000;7228;OPH MEAUX HABITAT                     ;13019649;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431343;1;20140205;20140205;13021564 - 1;7200000;17822;SOFILOGIS                             ;13021564;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431344;1;20140205;20140205;13022357 - 1;28776000;20186;SCA FONCIERE HABITAT ET HUMANISME     ;13022357;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431352;1;20140205;20140205;14000121 - 1;10800000;7307;OPH OFFICE PUBLIC HABITAT             ;14000121;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431357;1;20140205;20140205;14000155 - 1;6000000;7546;IDF HABITAT                           ;14000155;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431362;1;20140205;20140205;13005867 - 1;81200000;7364;OSICA SA D HABITATIONS A              ;13005867;LO                  ;15400801            ;Lutte contre la précarité énergétique
2014;IRIS ;431364;1;20140205;20140205;14000506 - 1;9256775;13396;GILLIER                               ;14000506;LO                  ;15400801            ;Lutte contre la précarité énergétique
2013;IRIS ;429355;1;20131204;20131204;11015653 - 1;5852000;733;COMMUNE DE TRAPPES                    ;11015653;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;429363;1;20131204;20131204;13005840 - 1;25000000;684;COMMUNE DE POISSY                     ;13005840;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;429372;1;20131204;20131204;13009650 - 1;60000000;566;COMMUNE D ELANCOURT                   ;13009650;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;429376;1;20131204;20131204;13012307 - 1;6030000;326;COMMUNE DE CHELLES                    ;13012307;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429381;1;20131204;20131204;13014813 - 1;38998700;123;COMMUNE DE GARGES-LES-GONESSE         ;13014813;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429390;1;20131204;20131204;13015361 - 1;38750700;17914;SEM 92 CITALLIOS                      ;13015361;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429395;1;20131204;20131204;13015982 - 1;10000000;23;COMMUNE D IVRY SUR SEINE              ;13015982;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429421;1;20131204;20131204;13016473 - 1;140000000;1112;COMMUNE D ETAMPES                     ;13016473;PV                  ;15100204            ;Sites contractualisés ANRU
2014;IRIS ;431367;1;20140205;20140205;14001098 - 1;12309404;27900;BLERIOT                               ;14001098;LO                  ;15400801            ;Lutte contre la précarité énergétique
2014;IRIS ;431369;1;20140205;20140205;14001295 - 1;18997000;44975;SYND COPR COOPERATIF 27 29 RUE        ;14001295;LO                  ;15400801            ;Lutte contre la précarité énergétique
2014;IRIS ;431377;1;20140205;20140205;14000368 - 1;12675100;31154;AJASSOCIES                            ;14000368;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2014;IRIS ;431385;1;20140205;20140205;14001120 - 1;3157498;1096;COMMUNE DE CORBEIL ESSONNES           ;14001120;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2014;IRIS ;431438;1;20140205;20140205;13015985 - 1;30400700;1260;COMMUNE DU PRE SAINT GERVAIS          ;13015985;PV                  ;15100203            ;Sites en prévention
2014;IRIS ;431428;1;20140205;20140205;13006999 - 1;11055300;719;COMMUNE DE SARTROUVILLE               ;13006999;PV                  ;15100203            ;Sites en prévention
2014;IRIS ;431432;1;20140205;20140205;13015143 - 1;10458900;1768;SA D'HLM TOIT & JOIE                  ;13015143;PV                  ;15100203            ;Sites en prévention
2014;IRIS ;431446;1;20140205;20170727;13016408 - 1;35000000;493;COMMUNE D ACHERES                     ;13016408;PV                  ;15100203            ;Sites en prévention
2014;IRIS ;431449;1;20140205;20140205;13016589 - 1;5368000;22;COMMUNE DE L HAY-LES-ROSES            ;13016589;PV                  ;15100203            ;Sites en prévention
2014;IRIS ;431453;1;20140205;20140205;13016637 - 1;9600000;489;COMMUNE DE LIEUSAINT                  ;13016637;PV                  ;15100203            ;Sites en prévention
2014;IRIS ;431457;1;20140205;20160412;14000138 - 1;32161500;1243;COMMUNE DU BLANC MESNIL               ;14000138;PV                  ;15100204            ;Sites contractualisés ANRU
2014;IRIS ;431458;1;20140205;20140205;14000657 - 1;24636300;20;COMMUNE DE GENTILLY                   ;14000657;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429364;1;20131204;20131204;13005988 - 1;25000000;1025;COMMUNE DE GENNEVILLIERS              ;13005988;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;429369;1;20131204;20131204;13006609 - 1;7496300;2;COMMUNE DE PARIS                      ;13006609;PV                  ;15100203            ;Sites en prévention
2013;IRIS ;429387;1;20131204;20131204;13014988 - 1;15876500;15;COMMUNE DE CHOISY LE ROI              ;13014988;PV                  ;15100204            ;Sites contractualisés ANRU
2013;IRIS ;429404;1;20131204;20131204;13016118 - 1;40807900;1241;COMMUNE D AULNAY-SOUS-BOIS            ;13016118;PV                  ;15100204            ;Sites contractualisés ANRU
2014;IRIS ;431269;1;20140205;20170728;14000750 - 1;436893;68981;C I A G CABINET IMMOBILIER ALEXANDRE  ;14000750;LO                  ;15400406            ;Lutte contre le saturnisme
2014;IRIS ;431271;1;20140205;20140205;14000780 - 1;260952;25350;CABINET MEURTIN SARL                  ;14000780;LO                  ;15400406            ;Lutte contre le saturnisme
2014;IRIS ;431279;1;20140205;20140205;12009929 - 1;4944100;13320;SNL PROLOGUES                         ;12009929;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431283;1;20140205;20140205;12018938 - 1;8029200;16654;BONDY HABITAT OFFICE MUNI D HLM DE BON;12018938;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431289;1;20140205;20140205;13003366 - 1;5134400;7010;IMMOBILIERE 3F                        ;13003366;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431291;1;20140205;20140205;13003410 - 1;19802000;7364;OSICA SA D HABITATIONS A              ;13003410;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431292;1;20140205;20140205;13003412 - 1;12913000;7364;OSICA SA D HABITATIONS A              ;13003412;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431309;1;20140205;20140205;13016116 - 1;46989500;20518;ALLIADE HABITAT                       ;13016116;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431317;1;20140205;20140205;13017154 - 1;9770300;10100;OPH VAL DU LOING HABITAT              ;13017154;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431318;1;20140205;20140205;13017156 - 1;8400000;10100;OPH VAL DU LOING HABITAT              ;13017156;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431322;1;20140205;20140205;13017689 - 1;18561300;7010;IMMOBILIERE 3F                        ;13017689;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431323;1;20140205;20140205;13017693 - 1;4800000;7010;IMMOBILIERE 3F                        ;13017693;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431327;1;20140205;20140205;13019030 - 1;20368500;7228;OPH MEAUX HABITAT                     ;13019030;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431328;1;20140205;20140205;13019033 - 1;9600000;1768;SA D'HLM TOIT & JOIE                  ;13019033;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431333;1;20140205;20140205;13019657 - 1;9600000;7228;OPH MEAUX HABITAT                     ;13019657;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431336;1;20140205;20140205;13020819 - 1;3600000;7010;IMMOBILIERE 3F                        ;13020819;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431338;1;20140205;20140205;13021187 - 1;11302700;1767;EFIDIS SA HABITATION LOYER MODERE     ;13021187;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431341;1;20140205;20180906;13021351 - 1;12140200;7814;SSDH SEINE ST DENIS HABITAT           ;13021351;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431348;1;20140205;20140205;14000017 - 1;10800000;5019;ESSONNE HABITAT                       ;14000017;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431349;1;20140205;20140205;14000053 - 1;7200000;7010;IMMOBILIERE 3F                        ;14000053;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431350;1;20140205;20140205;14000119 - 1;12203800;10100;OPH VAL DU LOING HABITAT              ;14000119;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2014;IRIS ;431355;1;20140205;20140205;14000153 - 1;4800000;5029;LA SABLIERE SA HABITATIO              ;14000153;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2014;IRIS ;431360;1;20140205;20140205;14000408 - 1;31570600;1768;SA D'HLM TOIT & JOIE                  ;14000408;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
