CommitmentYear;CommitmentCode;CommitmentNumber;CommitmentLine;Year;Number;CreationDate;ModificationDate;Value
2009;AE084;245230;1;2009;108300;20090310;20090407;3790400
2009;AE   ;245084;1;2009;110398;20090320;20090403;7504
2009;AE   ;245269;1;2009;110366;20090320;20090403;90000
2009;AE   ;245274;1;2009;110371;20090320;20090403;213763
2009;AE   ;245277;1;2009;110378;20090320;20090403;352454
2009;AE   ;244943;1;2009;111321;20090327;20090415;7000
2009;AE   ;245284;1;2009;111352;20090327;20090415;148607
2009;AE   ;245285;1;2009;111359;20090327;20090415;240726
2009;AE   ;245266;1;2009;112544;20090402;20090427;170760
2009;AE   ;245316;1;2009;114580;20090410;20090430;96248
2009;AE   ;244967;1;2009;116249;20090424;20090522;14450882
2009;AE   ;244970;1;2009;116252;20090424;20090518;2620927
2009;AE   ;245085;1;2009;116596;20090428;20090519;1917924
2009;AE   ;244948;1;2009;116769;20090429;20090514;8500
2009;AE   ;245106;1;2009;116767;20090429;20090514;39085
2009;AE   ;250255;1;2009;116787;20090429;20090514;35080
2009;AE   ;250107;1;2009;117067;20090430;20090518;105000
2009;AE   ;245061;1;2009;117570;20090505;20090519;7558200
2009;AE   ;244963;1;2009;118957;20090513;20090526;348941
2009;AE   ;245095;1;2009;118906;20090513;20090526;693650
2009;AE   ;245234;1;2009;118945;20090513;20090526;194466
2009;AE   ;245237;1;2009;118918;20090513;20090526;565322
2009;AE   ;252614;1;2009;119550;20090518;20090608;9723890
2009;AE   ;244947;1;2009;119682;20090519;20090608;8500
2009;AE   ;250102;1;2009;119733;20090519;20090608;72817
2009;AE   ;245051;1;2009;119979;20090520;20090608;637200
2009;AE   ;250114;1;2009;120370;20090525;20090608;75794
2009;AE   ;244950;1;2009;120728;20090527;20090615;7498930
2009;AE   ;244955;1;2009;120778;20090527;20090617;8926460
2009;AE   ;245047;1;2009;120800;20090527;20090615;13249392
2009;AE   ;245104;1;2009;120723;20090527;20090615;8408170
2009;AE   ;245110;1;2009;120779;20090527;20090615;14591760
2009;AE   ;245141;1;2009;120674;20090527;20090615;3179392
2009;AE   ;245158;1;2009;120777;20090527;20090615;7719750
2009;AE   ;249771;1;2009;120798;20090527;20090616;2920682
2009;AE   ;250118;1;2009;120653;20090527;20090612;99187
2009;AE084;245265;1;2009;120985;20090528;20090615;380324
2009;AE   ;245308;1;2009;121559;20090605;20090619;142636
2009;AE   ;244942;1;2009;122428;20090610;20090622;6782769
2009;AE   ;244975;1;2009;122462;20090610;20090622;2745202
2009;AE   ;245119;1;2009;122461;20090610;20090814;8738347
2009;AE   ;245142;1;2009;122324;20090610;20090625;8966510
2009;AE   ;245143;1;2009;122347;20090610;20090625;7193004
2009;AE   ;245144;1;2009;122359;20090610;20090625;29939780
2009;AE   ;245146;1;2009;122341;20090610;20090625;9653810
2009;AE   ;245159;1;2009;122449;20090610;20090622;5595751
2009;AE   ;250030;1;2009;122454;20090610;20090622;21585740
2009;AE   ;245276;1;2009;123236;20090618;20090629;143808
2009;AE   ;245303;1;2009;123356;20090619;20090629;358525
2009;AE   ;255602;1;2009;124041;20090623;20090706;7450
2009;AE   ;244962;1;2009;125619;20090630;20090731;6055120
2009;AE   ;250021;1;2009;125616;20090630;20090731;3614640
2009;AE   ;250030;1;2009;125611;20090630;20090729;6167400
2009;AE   ;249807;1;2009;126262;20090703;20090813;14068578
2009;AE   ;250100;1;2009;129383;20090715;20090810;193639
2009;AE   ;255701;1;2009;129397;20090715;20090803;602580000
2009;AE084;245265;1;2009;130972;20090723;20090811;778176
2009;AE   ;250293;1;2009;131344;20090724;20090810;1111781
2009;AE   ;245282;1;2009;131476;20090727;20090814;175760
2009;AE   ;250041;1;2009;131468;20090727;20090911;1197805
2009;AE   ;250115;1;2009;131474;20090727;20090814;113744
2009;AE   ;245219;1;2009;131882;20090729;20090814;109866
2009;AE   ;255818;1;2009;131873;20090729;20090814;52020
2009;AE   ;244940;1;2009;132319;20090730;20090923;65182
2009;AE   ;245272;1;2009;132742;20090805;20090923;215080
2009;AE   ;250249;1;2009;132726;20090805;20091001;791042
2009;AE   ;245239;1;2009;132986;20090806;20090923;11275
2009;AE   ;250236;1;2009;132989;20090806;20090923;351411
2009;AE   ;250187;1;2009;134679;20090824;20090914;8167645
2009;AE   ;252621;1;2009;134682;20090824;20090914;1597100
2009;AE   ;249754;1;2009;135492;20090831;20091009;1713375
2009;AE   ;249966;1;2009;135505;20090831;20090918;3547280
2009;AE   ;255164;1;2009;135499;20090831;20090918;6054271
2009;AE   ;255222;1;2009;135498;20090831;20090918;3095962
2009;AE   ;244998;1;2009;135556;20090901;20090918;10400453
2009;AE   ;245129;1;2009;135544;20090901;20090918;24320560
2009;AE   ;245149;1;2009;135539;20090901;20090918;8517652
2009;AE   ;245160;1;2009;135536;20090901;20090918;9130386
2009;AE   ;249742;1;2009;135535;20090901;20090918;4811720
2009;AE   ;249771;1;2009;135532;20090901;20090924;873856
2009;AE   ;256206;1;2009;136222;20090907;20090923;1768594
2009;AE   ;256209;1;2009;136227;20090907;20090923;1759207
2009;AE   ;256210;1;2009;136218;20090907;20090923;2639640
2009;AE   ;256214;1;2009;136220;20090907;20090923;1768594
2009;AE   ;256216;1;2009;136221;20090907;20090923;1759207
2009;AE   ;244938;1;2009;136305;20090908;20091001;33488
2009;AE   ;245093;1;2009;136306;20090908;20091001;923291
2009;AE   ;245302;1;2009;136301;20090908;20090924;381504
2009;AE   ;250234;1;2009;136298;20090908;20090924;352000
2009;AE   ;255991;1;2009;136997;20090911;20090929;64441
2009;AE   ;256217;1;2009;136856;20090911;20090929;1656520
2009;AE   ;250293;1;2009;137236;20090915;20090929;567393
2009;AE   ;255599;1;2009;137475;20090916;20090929;14250
2009;AE   ;245125;1;2009;137535;20090917;20091007;4385500
2009;AE   ;255795;1;2009;137685;20090917;20090929;384000
2009;AE084;245265;2;2009;137753;20090918;20090922;474816
2009;IRIS ;263972;1;2009;137927;20090918;20090929;166200000
2009;IRIS ;263973;1;2009;137760;20090918;20090929;205620000
2009;AE   ;244830;1;2009;138469;20090923;20091007;4622785
2009;AE   ;244916;1;2009;138474;20090923;20091116;44062013
2009;AE   ;244928;1;2009;138476;20090923;20091007;17751626
2009;AE   ;244936;1;2009;138478;20090923;20091007;652622
2009;AE   ;244980;1;2009;138482;20090923;20091007;306985
2009;AE   ;245000;1;2009;138497;20090923;20091007;4169840
2009;AE   ;245067;1;2009;138507;20090923;20091007;5878943
2009;AE   ;245088;1;2009;138519;20090923;20091007;1165260
2009;AE   ;245098;1;2009;138567;20090923;20091007;181058
2009;AE   ;245141;1;2009;138522;20090923;20091007;3000290
2009;AE   ;245153;1;2009;138525;20090923;20091007;662480
2009;AE   ;245156;1;2009;138529;20090923;20091007;7287579
2009;AE   ;249807;1;2009;138541;20090923;20091007;17438142
2009;AE   ;249974;1;2009;138554;20090923;20091007;6248000
2009;AE   ;255217;1;2009;138559;20090923;20091007;4536079
2009;AE   ;255252;1;2009;138562;20090923;20091007;15763305
2009;AE   ;255329;1;2009;138570;20090923;20091007;3340967
2009;AE   ;255351;1;2009;138575;20090923;20091015;65915820
2009;AE   ;255805;1;2009;138955;20090928;20091019;221220
2009;AE   ;249645;1;2009;139304;20090930;20091021;44252
2009;AE   ;255959;1;2009;139306;20090930;20091021;57700
2009;AE   ;250109;1;2009;139594;20091002;20091021;25531
2009;AE   ;255802;1;2009;139987;20091006;20091023;904200
2009;AE   ;245314;1;2009;140149;20091007;20091022;53207
2009;AE   ;245073;1;2009;141377;20091015;20091112;245716
2009;AE   ;244944;1;2009;142318;20091019;20091110;12637600
2009;AE   ;244946;1;2009;142356;20091019;20091110;6007802
2009;AE   ;245094;1;2009;142272;20091019;20091110;13774240
2009;AE   ;245097;1;2009;142253;20091019;20091110;15832960
2009;AE   ;245142;1;2009;142216;20091019;20091103;12176930
2009;AE   ;245143;1;2009;142187;20091019;20091103;8223476
2009;AE   ;245144;1;2009;142150;20091019;20091103;33095420
2009;AE   ;245146;1;2009;142095;20091019;20091103;12338030
2009;AE   ;255099;1;2009;142064;20091019;20091105;2439216
2009;AE   ;255118;1;2009;142083;20091019;20091105;1953343
2009;AE   ;255278;1;2009;142046;20091019;20091105;1402535
2009;AE   ;255305;1;2009;142073;20091019;20091110;1508353
2009;AE   ;255373;1;2009;142028;20091019;20091105;1040910
2009;AE   ;255795;1;2009;142674;20091020;20091112;1781177
2009;AE   ;255984;1;2009;142643;20091020;20091112;390647
2009;AE   ;255361;1;2009;143323;20091023;20091123;16885627
2009;AE   ;248561;1;2009;144691;20091103;20091119;17094
2009;AE   ;248561;2;2009;144699;20091103;20091119;2342
2009;AE   ;256169;1;2009;144678;20091103;20091119;189173
2009;AE   ;256220;2;2009;144671;20091103;20091119;7004589
2009;AE   ;245304;1;2009;145729;20091110;20091124;480000
2009;AE   ;256017;1;2009;145690;20091110;20091124;426068
2009;AE   ;249979;1;2009;146539;20091116;20091207;3694960
2009;AE   ;250028;1;2009;146537;20091116;20091130;22049890
2009;AE   ;249658;1;2009;147080;20091118;20091127;6250
2009;AE   ;255961;1;2009;147085;20091118;20091127;200324
2009;IRIS ;263386;1;2009;148195;20091124;20091201;46260000
2009;AE   ;255626;1;2009;148522;20091126;20091203;319727
2009;AE   ;255831;1;2009;148524;20091126;20091202;165600
2009;AE   ;245224;1;2009;148777;20091127;20091208;446919
2009;AE   ;256048;1;2009;148837;20091127;20091202;51477
2009;AE   ;250027;1;2009;149734;20091202;20091209;478107
2009;AE   ;250189;1;2009;149768;20091202;20091211;1192580
2009;AE   ;252608;1;2009;149802;20091202;20091211;310991
2009;AE   ;255363;1;2009;149779;20091202;20091211;1391157
2009;AE   ;255386;1;2009;149784;20091202;20091211;7030427
2009;AE   ;255800;1;2009;149636;20091202;20091209;1056000
2009;AE084;245265;2;2009;149765;20091202;20091211;668260
2009;AE   ;244975;1;2009;149956;20091203;20091218;1182538
2009;AE   ;244976;1;2009;150333;20091203;20091217;5441253
2009;AE   ;245119;1;2009;149957;20091203;20091218;3155679
2009;AE   ;245159;1;2009;149958;20091203;20091218;4830385
2009;AE   ;249771;1;2009;150087;20091203;20091215;1554546
2009;AE   ;249805;1;2009;149960;20091203;20091215;3519331
2009;AE   ;250006;1;2009;150335;20091203;20091217;6376234
2009;AE   ;255093;1;2009;149961;20091203;20091217;524107
2009;AE   ;255113;1;2009;149962;20091203;20091210;7905936
2009;AE   ;255260;1;2009;149963;20091203;20091210;7275606
2009;AE   ;255294;1;2009;149954;20091203;20091215;5708312
2009;AE   ;255298;1;2009;150331;20091203;20091209;877577
2009;AE   ;255366;1;2009;149953;20091203;20091216;3377960
2009;IRIS ;263036;1;2009;149972;20091203;20091217;2429933
2009;IRIS ;263047;1;2009;149968;20091203;20091216;19246400
2009;IRIS ;263048;1;2009;149966;20091203;20091216;6443029
2009;IRIS ;263054;1;2009;149964;20091203;20091216;21698720
2009;IRIS ;263069;1;2009;149976;20091203;20091217;3348414
2009;IRIS ;263076;1;2009;149970;20091203;20091217;23171280
2009;IRIS ;263077;1;2009;149967;20091203;20091216;7895859
2009;IRIS ;263089;1;2009;149974;20091203;20091217;886431
2009;IRIS ;270909;1;2009;149993;20091203;20091209;19500
2009;AE   ;245101;1;2009;150684;20091207;20091216;550000
2009;IRIS ;270970;1;2009;150725;20091207;20091216;104000
2009;AE   ;244997;1;2009;150992;20091208;20091222;5926723
2009;AE   ;249759;1;2009;150994;20091208;20091222;5119450
2009;AE   ;249845;1;2009;150995;20091208;20091222;1793085
2009;AE   ;250078;1;2009;150996;20091208;20091222;1681491
2009;AE   ;255116;1;2009;150997;20091208;20091222;3495027
2009;AE   ;255364;1;2009;150999;20091208;20091222;341577
2009;IRIS ;270918;1;2009;151009;20091208;20091216;164294
2009;IRIS ;270921;1;2009;151046;20091208;20091216;27328
2009;IRIS ;270932;1;2009;151007;20091208;20091216;80224
2009;IRIS ;271004;1;2009;151004;20091208;20091216;181167
2009;AE   ;244990;1;2009;151385;20091209;20091222;1088902
2009;AE   ;245047;1;2009;151388;20091209;20091218;15910769
2009;AE   ;245122;1;2009;151389;20091209;20091229;25289140
2009;AE   ;245138;1;2009;151392;20091209;20091222;2128101
2009;AE   ;249844;1;2009;151431;20091209;20091221;2930337
2009;AE   ;250030;1;2009;151391;20091209;20091218;8659420
2009;AE   ;250075;1;2009;151421;20091209;20091221;3701629
2009;AE   ;250119;1;2009;151396;20091209;20091222;4137825
2009;AE   ;250303;1;2009;151435;20091209;20091221;29424086
2009;AE   ;250314;1;2009;151449;20091209;20091221;41598584
2009;AE   ;255259;1;2009;151399;20091209;20091222;2310828
2009;AE   ;255263;1;2009;151400;20091209;20091222;7868031
2009;AE   ;255264;1;2009;151460;20091209;20091217;1570404
2009;AE   ;255357;1;2009;151403;20091209;20091222;3726329
2009;AE   ;255368;1;2009;151404;20091209;20091222;5708083
2009;AE   ;255371;1;2009;151478;20091209;20091221;1553181
2009;AE   ;255382;1;2009;151485;20091209;20091221;8532320
2009;AE   ;255383;1;2009;151487;20091209;20091217;2193290
2009;IRIS ;263051;1;2009;151416;20091209;20091221;41347219
2009;IRIS ;263081;1;2009;151408;20091209;20091223;59737969
2009;AE084;245233;1;2009;152311;20091211;20091211;3384738
2009;AE   ;245316;1;2010;100013;20100105;20100209;58219
2009;IRIS ;270964;1;2010;100022;20100105;20100209;148960
2009;IRIS ;270971;1;2010;100023;20100105;20100209;132000
2009;IRIS ;270984;1;2010;100016;20100105;20100209;101001
2009;IRIS ;271005;1;2010;100026;20100105;20100209;375300
2009;AE   ;250249;1;2010;100041;20100106;20100209;3080646
2009;AE   ;244984;1;2010;101022;20100113;20100211;282179
2009;AE   ;250111;1;2010;101033;20100113;20100211;203117
2009;AE   ;252624;1;2010;101137;20100113;20100301;2651988
2009;AE   ;255388;1;2010;101090;20100113;20100301;764132
2009;AE   ;255391;1;2010;101086;20100113;20100308;10791267
2009;AE084;245233;1;2010;101104;20100113;20100217;14764
2009;IRIS ;263140;1;2010;101139;20100113;20100308;5285505
2009;IRIS ;270959;1;2010;101026;20100113;20100211;250035
2009;IRIS ;270969;1;2010;101035;20100113;20100211;217120
2009;IRIS ;272778;1;2010;101334;20100115;20100311;139260000
2009;IRIS ;272779;1;2010;101335;20100115;20100203;13200000
2009;AE   ;244918;1;2010;101352;20100118;20100222;5757710
2009;AE   ;244983;1;2010;101355;20100118;20100222;43946103
2009;AE   ;245040;1;2010;101373;20100118;20100222;4348195
2009;AE   ;245123;1;2010;101374;20100118;20100203;7086067
2009;AE   ;249749;1;2010;101376;20100118;20100203;1384623
2009;AE   ;249977;1;2010;101356;20100118;20100222;320304
2009;AE   ;250122;1;2010;101443;20100119;20100222;1237378
2009;AE   ;255160;1;2010;101444;20100119;20100226;4653153
2009;AE   ;255162;1;2010;101445;20100119;20100203;1835401
2009;AE   ;255227;1;2010;101446;20100119;20100224;5894055
2009;AE   ;255237;1;2010;101447;20100119;20100224;4555200
2009;AE   ;255313;1;2010;101448;20100119;20100226;21206090
2009;AE   ;255315;1;2010;101449;20100119;20100203;23983474
2009;AE   ;255333;1;2010;101450;20100119;20100226;2659058
2009;AE   ;255341;1;2010;101451;20100119;20100226;27352640
2009;AE   ;255348;1;2010;101452;20100119;20100222;18552609
2009;AE   ;255377;1;2010;101453;20100119;20100222;9391857
2009;IRIS ;263028;1;2010;101456;20100119;20100226;3434826
2009;IRIS ;263065;1;2010;101458;20100119;20100226;2903815
2009;IRIS ;263079;1;2010;101459;20100119;20100316;25041214
2009;IRIS ;263094;1;2010;101460;20100119;20100226;21264604
2009;IRIS ;263096;1;2010;101461;20100119;20100222;5416432
2009;IRIS ;263099;1;2010;101462;20100119;20100203;9524994
2009;IRIS ;270886;1;2010;101454;20100119;20100222;27370867
2009;IRIS ;270887;1;2010;101455;20100119;20100226;4370572
2009;AE   ;252614;1;2010;101830;20100122;20100311;12218929
2009;IRIS ;277505;1;2010;101850;20100122;20100202;1225560000
2009;AE   ;255971;1;2010;101988;20100126;20100215;492129
2009;AE   ;245103;1;2010;102239;20100128;20100215;1320000
2009;AE   ;249817;1;2010;102506;20100201;20100419;7708394
2009;AE   ;250055;1;2010;102503;20100201;20100419;9833802
2009;AE   ;255252;1;2010;102531;20100201;20100414;5314191
2009;AE   ;255351;1;2010;102532;20100201;20100413;22268438
2009;IRIS ;263036;1;2010;102483;20100201;20100414;1161747
2009;IRIS ;263040;1;2010;102526;20100201;20100419;10845958
2009;IRIS ;263069;1;2010;102479;20100201;20100511;3847106
2009;IRIS ;263072;1;2010;102525;20100201;20100419;22837617
2009;IRIS ;263089;1;2010;102485;20100201;20100407;424701
2009;AE   ;244929;1;2010;102665;20100202;20100419;7919280
2009;AE   ;244931;1;2010;102666;20100202;20100419;323599
2009;AE   ;245068;1;2010;102663;20100202;20100319;1407462
2009;AE   ;245069;1;2010;102664;20100202;20100419;478564
2009;AE   ;249754;1;2010;102657;20100202;20100226;2686139
2009;IRIS ;270993;1;2010;102687;20100202;20100217;66179
2010;IRIS ;277678;1;2010;102717;20100202;20100416;1896880
2009;AE   ;249828;1;2010;102795;20100203;20100416;1321864
2009;AE   ;250064;1;2010;102796;20100203;20100416;17428862
2009;AE   ;255322;1;2010;102797;20100203;20100416;29561020
2009;IRIS ;272924;1;2010;102798;20100203;20100416;13574320
2009;IRIS ;272925;1;2010;102802;20100203;20100416;19492320
2009;IRIS ;272926;1;2010;102800;20100203;20100416;3391280
2009;IRIS ;270991;1;2010;102966;20100204;20100308;110402
2009;AE   ;255372;1;2010;103078;20100205;20100301;631400
2009;IRIS ;270926;1;2010;103123;20100208;20100319;20500
2009;AE   ;249836;1;2010;103368;20100210;20100416;15889834
2009;AE   ;255978;1;2010;103530;20100210;20100319;772836
2010;IRIS ;276899;1;2010;103621;20100211;20100331;205050000
2009;AE   ;255361;1;2010;104034;20100215;20100315;5273343
2009;IRIS ;263122;1;2010;104042;20100215;20100315;10328353
2009;IRIS ;271143;1;2010;103930;20100215;20100218;144000000
2009;IRIS ;275847;1;2010;104036;20100215;20100315;17983961
2010;IRIS ;279056;1;2010;104084;20100215;20100329;1255966
2009;AE   ;252615;1;2010;104310;20100217;20100329;50276002
2009;AE   ;255598;1;2010;104400;20100217;20100217;4899900
2009;IRIS ;271142;1;2010;104479;20100217;20100331;127380000
2009;IRIS ;270990;1;2010;104771;20100218;20100322;201409
2009;AE   ;245112;1;2010;104963;20100219;20100423;25012308
2009;AE   ;249757;1;2010;104951;20100219;20100421;4369760
2009;AE   ;249759;1;2010;104942;20100219;20100420;3852999
2009;AE   ;249768;1;2010;104948;20100219;20100420;3696000
2009;AE   ;249805;1;2010;104936;20100219;20100420;2664738
2009;AE   ;250006;1;2010;104946;20100219;20100420;8340205
2009;AE   ;250009;1;2010;104950;20100219;20100421;5847035
2009;AE   ;250028;1;2010;104939;20100219;20100422;16782247
2009;AE   ;244950;1;2010;105241;20100222;20100423;1224682
2009;AE   ;245051;1;2010;105279;20100222;20100323;1486800
2009;AE   ;245104;1;2010;105244;20100222;20100423;1003670
2009;AE   ;255095;1;2010;105261;20100222;20100423;2905000
2009;AE   ;255109;1;2010;105317;20100222;20100423;3204022
2009;AE   ;255375;1;2010;105319;20100222;20100423;2524884
2009;IRIS ;273284;1;2010;105302;20100222;20100323;26623
2009;IRIS ;273461;1;2010;105289;20100222;20100323;9568
2009;AE   ;255244;1;2010;105789;20100224;20100428;2034757
2009;AE   ;255239;1;2010;107097;20100226;20100510;1212962
2009;AE   ;255260;1;2010;106833;20100226;20100427;4162314
2009;AE   ;255343;1;2010;107103;20100226;20100428;13711795
2009;AE   ;255366;1;2010;106834;20100226;20100427;1897480
2009;IRIS ;263036;1;2010;106840;20100226;20100426;897920
2009;IRIS ;263069;1;2010;106837;20100226;20100511;1798880
2009;IRIS ;263081;1;2010;106851;20100226;20100426;7483151
2009;IRIS ;263089;1;2010;106838;20100226;20100427;327868
2009;IRIS ;270846;1;2010;106829;20100226;20100428;871806
2009;IRIS ;270854;1;2010;106831;20100226;20100428;1418694
2010;IRIS ;276900;1;2010;106823;20100226;20100430;279000000
2009;IRIS ;275846;1;2010;108265;20100303;20100505;2657313
2009;AE   ;252629;1;2010;108294;20100304;20100429;1907300
2009;AE   ;255389;1;2010;108295;20100304;20100505;1349280
2009;IRIS ;275818;1;2010;108291;20100304;20100505;2500000
2009;AE   ;245127;1;2010;109040;20100309;20100316;22550720
2009;AE   ;255367;1;2010;108899;20100309;20100325;3685461
2009;AE   ;255390;1;2010;108897;20100309;20100325;19764000
2009;AE   ;256199;1;2010;108995;20100309;20100329;10563681
2009;AE   ;256217;1;2010;109010;20100309;20100408;3047042
2009;AE   ;244969;1;2010;109558;20100311;20100330;433538
2009;AE   ;245096;1;2010;109568;20100311;20100330;579738
2009;AE   ;249685;1;2010;109563;20100311;20100330;464371
2009;AE   ;256029;1;2010;109565;20100311;20100330;114474
2009;IRIS ;263129;1;2010;109832;20100312;20100506;7000000
2009;IRIS ;263131;1;2010;109836;20100312;20100506;6500000
2009;IRIS ;270914;1;2010;109717;20100312;20100330;846545
2009;IRIS ;270973;1;2010;109712;20100312;20100330;189014
2009;IRIS ;270988;1;2010;109744;20100312;20100330;686595
2009;AE   ;244926;1;2010;110260;20100316;20100519;11238600
2009;AE   ;244942;1;2010;110256;20100316;20100512;1592911
2009;AE   ;245092;1;2010;110267;20100316;20100519;2852285
2009;AE   ;245161;1;2010;110200;20100316;20100510;42726367
2009;AE   ;249822;1;2010;110231;20100316;20100511;50648960
2009;AE   ;250060;1;2010;110233;20100316;20100511;15990760
2009;AE   ;250116;1;2010;110229;20100316;20100511;15382490
2009;IRIS ;263031;1;2010;110270;20100316;20100517;5305100
2009;IRIS ;263052;1;2010;110210;20100316;20100512;1819500
2009;IRIS ;263080;1;2010;110222;20100316;20100510;4722490
2009;IRIS ;263088;1;2010;110228;20100316;20100510;4534073
2009;IRIS ;272862;1;2010;110277;20100316;20100519;2464000
2009;IRIS ;272890;1;2010;110258;20100316;20100511;12254240
2009;IRIS ;272892;1;2010;110237;20100316;20100519;19658385
2009;AE   ;244964;1;2010;110357;20100317;20100519;3561795
2009;AE   ;245116;1;2010;110359;20100317;20100519;650100
2009;AE   ;255121;1;2010;110353;20100317;20100511;1858668
2009;AE   ;255307;1;2010;110348;20100317;20100511;4648500
2009;IRIS ;272891;1;2010;110375;20100317;20100518;24734935
2009;AE   ;244831;1;2010;110621;20100318;20100526;41784265
2009;AE   ;244925;1;2010;110613;20100318;20100511;6934085
2009;AE   ;244928;1;2010;110515;20100318;20100521;11331474
2009;AE   ;245067;1;2010;110516;20100318;20100521;3752733
2009;AE   ;245093;1;2010;110513;20100318;20100330;604075
2009;AE   ;245155;1;2010;110614;20100318;20100511;3158354
2009;AE   ;245156;1;2010;110512;20100318;20100521;4651914
2009;AE   ;249812;1;2010;110526;20100318;20100525;10253487
2009;AE   ;250035;1;2010;110525;20100318;20100525;9972060
2009;AE   ;250243;1;2010;110523;20100318;20100330;1195780
2009;AE   ;255118;1;2010;110588;20100318;20100525;621761
2009;AE   ;255217;1;2010;110522;20100318;20100521;1493681
2009;AE   ;255235;1;2010;110543;20100318;20100511;10940640
2009;AE   ;255305;1;2010;110586;20100318;20100525;520076
2009;AE   ;255329;1;2010;110518;20100318;20100521;1069353
2009;AE   ;255340;1;2010;110544;20100318;20100511;44812160
2009;IRIS ;270868;1;2010;110540;20100318;20100525;717485
2010;IRIS ;284729;1;2010;110612;20100318;20100526;2415000
2009;AE   ;250182;1;2010;110829;20100319;20100430;12000000
2009;IRIS ;270924;1;2010;110818;20100319;20100330;79652
2009;IRIS ;271000;1;2010;110816;20100319;20100330;149847
2009;AE   ;245063;1;2010;111062;20100323;20100414;8162400
2009;AE   ;250264;1;2010;111069;20100323;20100414;560455
2009;AE   ;256034;1;2010;111068;20100323;20100414;47767
2009;IRIS ;271003;1;2010;111070;20100323;20100414;1440000
2009;AE   ;244973;1;2010;111301;20100324;20100528;7678640
2009;AE   ;245118;1;2010;111299;20100324;20100528;18302400
2009;AE   ;245141;1;2010;111327;20100324;20100527;18145021
2009;AE   ;255653;1;2010;111303;20100324;20100528;14828317
2009;IRIS ;270866;1;2010;111315;20100324;20100604;4013127
2009;IRIS ;270867;1;2010;111314;20100324;20100527;1484038
2009;IRIS ;270904;1;2010;111316;20100324;20100528;8792243
2009;IRIS ;272831;1;2010;111304;20100324;20100528;974511
2010;IRIS ;285591;1;2010;111608;20100325;20100528;715740000
2009;AE   ;249983;1;2010;111837;20100326;20100528;2316858
2009;AE   ;250110;1;2010;111839;20100326;20100601;29096328
2009;AE   ;255667;1;2010;111831;20100326;20100531;62280418
2009;IRIS ;270927;1;2010;111819;20100326;20100419;11250
2009;IRIS ;270935;1;2010;111822;20100326;20100419;103972
2009;IRIS ;270980;1;2010;111827;20100326;20100419;4428522
2009;IRIS ;274934;1;2010;111844;20100326;20100604;2411092
2009;IRIS ;274935;1;2010;111841;20100326;20100604;1805239
2009;IRIS ;274936;1;2010;111847;20100326;20100531;233791
2009;AE   ;245064;1;2010;112065;20100329;20100531;5277180
2009;AE   ;255222;1;2010;112040;20100329;20100531;1979038
2009;IRIS ;272864;1;2010;112061;20100329;20100531;1915188
2009;AE   ;255387;1;2010;112092;20100330;20100506;12978000
2009;IRIS ;263127;1;2010;112081;20100330;20100506;2400000
2009;IRIS ;263128;1;2010;112087;20100330;20100505;9857228
2009;AE   ;250260;1;2010;112568;20100401;20100419;3221346
2009;AE   ;255382;1;2010;112578;20100401;20100602;2133080
2009;AE   ;256164;1;2010;112575;20100401;20100419;1260187
2009;IRIS ;273469;1;2010;112811;20100402;20100504;97403
2009;AE   ;255334;1;2010;113049;20100406;20100603;26248355
2009;AE   ;255357;1;2010;113002;20100406;20100602;7205802
2009;IRIS ;270879;1;2010;113081;20100406;20100607;4173211
2009;IRIS ;270880;1;2010;113073;20100406;20100603;1199646
2009;IRIS ;270882;1;2010;113095;20100406;20100601;2697092
2009;IRIS ;270883;1;2010;113087;20100406;20100601;9929520
2009;IRIS ;270895;1;2010;113057;20100406;20100603;58394720
2009;IRIS ;271002;1;2010;112957;20100406;20100504;3914419
2009;AE   ;245057;1;2010;113312;20100407;20100603;3767908
2009;AE   ;255240;1;2010;113184;20100407;20100603;1802348
2009;AE   ;255344;1;2010;113185;20100407;20100603;16018338
2009;AE   ;285168;1;2010;113215;20100407;20100412;1165800
2009;IRIS ;272829;1;2010;113314;20100407;20100603;1012161
2009;IRIS ;270961;1;2010;113472;20100408;20100504;114362
2009;IRIS ;273290;2;2010;113469;20100408;20100504;270488
2009;AE   ;252615;1;2010;113979;20100409;20100428;41431918
2009;IRIS ;263024;1;2010;113991;20100409;20100607;6029200
2009;IRIS ;275840;1;2010;113977;20100409;20100505;22762939
2009;AE   ;255097;1;2010;114688;20100413;20100608;30654846
2009;AE   ;255686;1;2010;114656;20100413;20100608;59679312
2009;IRIS ;263025;1;2010;114963;20100414;20100604;1429907
2009;IRIS ;263027;1;2010;114960;20100414;20100708;40972000
2009;AE   ;249849;1;2010;115327;20100416;20100607;1230328
2009;AE   ;250091;1;2010;115337;20100416;20100607;4034748
2009;AE   ;250121;1;2010;115332;20100416;20100607;7601487
2009;AE   ;244962;1;2010;115482;20100419;20100607;1078480
2009;AE   ;255099;1;2010;115487;20100419;20100607;2737818
2009;AE   ;255278;1;2010;115496;20100419;20100607;1788129
2009;AE   ;255373;1;2010;115492;20100419;20100607;1168335
2010;IRIS ;278230;1;2010;115818;20100420;20100505;1055000
2009;AE   ;245108;1;2010;116251;20100422;20100527;86420
2009;AE   ;244939;1;2010;117020;20100428;20100610;18748480
2009;AE   ;245089;1;2010;117017;20100428;20100610;24562720
